Prompt,Intent,domain
Show the transition fill configuration and BPG details for claim 123456789012000 seq 001.,approval_info,cap_api
"I want the full approval record for claim 234509876543000 sequence 003, including all plan configuration overrides.",approval_info,cap_api
Were accumulations bypassed during approval of claim 356789012340000 seq 001? Show approval pathway.,approval_info,cap_api
Approval info for 478901234560000 seq 002 â€” was this a TF fill and what type?,approval_info,cap_api
What approval logic and overrides affected the adjudication of claim 590123456789000 sequence 001?,approval_info,cap_api
Retrieve transition fill type and Member PA details applied to claim 603457812309000 seq 001.,approval_info,cap_api
Display the BPG override and Smart PA configuration used on claim 714598023614000 sequence 002.,approval_info,cap_api
"Give me the complete approval summary â€” TF type, BPG setup, and any PA applied â€” for claim 826730145920000 seq 001.",approval_info,cap_api
Pull the audit log for claim 243122443413000 sequence 001 â€” I need creation and last modification timestamps.,audit_info,cap_api
When was claim 198734561209000 seq 002 first entered into the system and when was it last updated?,audit_info,cap_api
Show the full change history for claim 312045678934000 sequence 001.,audit_info,cap_api
Audit trail for claim 267891234500000 seq 003 â€” what system events and modifications are recorded?,audit_info,cap_api
I need to see who modified claim 201533994612000 sequence 001 and when each change was made.,audit_info,cap_api
"Generate the modification record for claim 389012456723000 seq 001, including all timestamps.",audit_info,cap_api
Retrieve the edit history and audit details for claim 456712309845000 sequence 002.,audit_info,cap_api
What timestamps are on record for the processing of claim 521098376412000 seq 001?,audit_info,cap_api
Fetch the claim modification log for claim 634521890370000 sequence 001 â€” show create date and all edits.,audit_info,cap_api
"Display the audit information for claim 712340985621000 seq 001, including any manual adjustments recorded.",audit_info,cap_api
Audit record for 845609123478000 seq 002 â€” give me all processing timestamps and system events.,audit_info,cap_api
Show the claim history and modification details for claim 901234567890000 sequence 001.,audit_info,cap_api
Provide the full audit report including create and update timestamps for claim 123456789012000 seq 001.,audit_info,cap_api
When was claim 234509876543000 seq 003 created and what changes have been made since then?,audit_info,cap_api
Give me the update history and modification audit for claim 356789012340000 sequence 001.,audit_info,cap_api
Show the timestamp history on claim record 478901234560000 seq 002.,audit_info,cap_api
I need the audit summary and change log for claim 590123456789000 sequence 001.,audit_info,cap_api
What system events and processing-time entries are logged against claim 603457812309000 seq 001?,audit_info,cap_api
Modification history for claim 714598023614000 seq 002 â€” list all edits and who made them.,audit_info,cap_api
Generate the audit trail for claim 826730145920000 sequence 001 showing all record changes and timestamps.,audit_info,cap_api
"What benefit phase is this member in for claim 243122443413000 sequence 001 â€” deductible, coverage, gap, or catastrophic?",beneficiary_info,cap_api
Show the beneficiary accumulation totals and coverage tier for claim 198734561209000 seq 002.,beneficiary_info,cap_api
Retrieve the TrOOP amount and current benefit phase for the member on claim 312045678934000 sequence 001.,beneficiary_info,cap_api
Display the linked LOE information and benefit phase classification for claim 267891234500000 seq 003.,beneficiary_info,cap_api
I need to know the member's benefit phase and accumulator summary for claim 201533994612000 sequence 001.,beneficiary_info,cap_api
Is medical dollars included in the accumulation for the beneficiary on claim 389012456723000 seq 001?,beneficiary_info,cap_api
Benefit phase and LOE linkage for claim 456712309845000 sequence 002 â€” show the full beneficiary details.,beneficiary_info,cap_api
How close is this member to the coverage gap based on claim 521098376412000 seq 001?,beneficiary_info,cap_api
Fetch the member's current benefit phase and coverage tier for claim 634521890370000 sequence 001.,beneficiary_info,cap_api
What is the Medicare member's benefit phase classification and accumulation breakdown for claim 712340985621000 seq 001?,beneficiary_info,cap_api
Provide the accumulator totals and benefit phase progression for claim 845609123478000 seq 002.,beneficiary_info,cap_api
Show the LOE linkage and TrOOP details for the beneficiary on claim 901234567890000 sequence 001.,beneficiary_info,cap_api
Coverage tier and eligibility phase for the member associated with claim 123456789012000 seq 001.,beneficiary_info,cap_api
Display the accumulator summary and benefit phase for claim 234509876543000 seq 003.,beneficiary_info,cap_api
Tier and LOE breakdown for the beneficiary on claim 356789012340000 sequence 001 â€” is this a Medicare member?,beneficiary_info,cap_api
What are the current accumulator amounts and benefit phase for the member on claim 478901234560000 seq 002?,beneficiary_info,cap_api
Retrieve the benefit eligibility and phase information for the member on claim 590123456789000 sequence 001.,beneficiary_info,cap_api
Show benefit phase and linked levels of evidence for claim 603457812309000 seq 001.,beneficiary_info,cap_api
What is the member's TrOOP and benefit accumulation status for claim 714598023614000 seq 002?,beneficiary_info,cap_api
"Generate the beneficiary coverage summary including benefit phase, LOE, and accumulator totals for claim 826730145920000 sequence 001.",beneficiary_info,cap_api
"What is the overall adjudication status of claim 243122443413000 sequence 001 â€” paid, rejected, or pending?",claim_status,cap_api
Provide a full claim summary for claim 198734561209000 seq 002.,claim_status,cap_api
Show all details for claim 312045678934000 sequence 001 â€” what happened during processing?,claim_status,cap_api
What happened on claim 267891234500000 seq 003? I need the complete claim record.,claim_status,cap_api
Give me the current status and processing details for claim 201533994612000 sequence 001.,claim_status,cap_api
Claim status for 389012456723000 seq 001 â€” was it paid or rejected?,claim_status,cap_api
Retrieve the comprehensive summary and adjudication outcome for claim 456712309845000 sequence 002.,claim_status,cap_api
Tell me everything that happened on claim 521098376412000 seq 001.,claim_status,cap_api
Display the full adjudication details and status for claim 634521890370000 sequence 001.,claim_status,cap_api
Claim 712340985621000 seq 001 â€” give me a quick rundown of the overall status.,claim_status,cap_api
Fetch the complete claim record for claim 845609123478000 seq 002 including adjudication outcome.,claim_status,cap_api
I need a breakdown of claim 901234567890000 sequence 001 â€” what is its current state?,claim_status,cap_api
Show claim summary for 123456789012000 seq 001.,claim_status,cap_api
What is the claim status for claim number 234509876543000 sequence 003?,claim_status,cap_api
Pull up the full record for claim 356789012340000 seq 001 and tell me whether it was adjudicated successfully.,claim_status,cap_api
"General claim summary for 478901234560000 seq 002 â€” paid, reversed, or something else?",claim_status,cap_api
Show the status update and processing result for claim 590123456789000 sequence 001.,claim_status,cap_api
Generate a comprehensive status report for claim 603457812309000 seq 001.,claim_status,cap_api
What is the adjudication outcome and current status for claim 714598023614000 sequence 002?,claim_status,cap_api
Give me the complete adjudication details and overall status summary for claim 826730145920000 seq 001.,claim_status,cap_api
Show the coordination of benefits details for claim 243122443413000 sequence 001 â€” was there a secondary payer?,cob_info,cap_api
How did another insurer affect the pricing on claim 198734561209000 seq 002?,cob_info,cap_api
Retrieve the COB summary and other insurance information for claim 312045678934000 sequence 001.,cob_info,cap_api
COB pricing breakdown for claim 267891234500000 seq 003 â€” show dual coverage details.,cob_info,cap_api
Did a secondary insurer make a payment before this plan kicked in for claim 201533994612000 sequence 001?,cob_info,cap_api
Provide the other payer information and COB calculation for claim 389012456723000 seq 001.,cob_info,cap_api
Display the secondary insurance details and COB adjudication results for claim 456712309845000 sequence 002.,cob_info,cap_api
Was coordination of benefits applied to claim 521098376412000 seq 001? Show me the primary and secondary payer breakdown.,cob_info,cap_api
Fetch the dual coverage configuration and COB impact for claim 634521890370000 sequence 001.,cob_info,cap_api
COB details for claim 712340985621000 seq 001 â€” what other insurance was on file and how was it applied?,cob_info,cap_api
Show the coordination of benefits setup and other payer impact for claim 845609123478000 seq 002.,cob_info,cap_api
"I need the COB pricing summary for claim 901234567890000 sequence 001, including secondary payer details.",cob_info,cap_api
Generate the COB adjudication details for claim 123456789012000 seq 001.,cob_info,cap_api
What other insurance affected the payment on claim 234509876543000 seq 003?,cob_info,cap_api
Retrieve the coordination details and secondary payer information for claim 356789012340000 sequence 001.,cob_info,cap_api
Show how COB was applied to claim 478901234560000 seq 002 â€” list all other insurers and their contributions.,cob_info,cap_api
Tell me the COB setup and dual coverage breakdown for claim 590123456789000 sequence 001.,cob_info,cap_api
Display the other payer coordination and COB pricing for claim 603457812309000 seq 001.,cob_info,cap_api
Other insurance information and coordination of benefits report for claim 714598023614000 seq 002.,cob_info,cap_api
"Provide the full COB summary â€” secondary payer details, coordination pricing, and how dual coverage was calculated â€” for claim 826730145920000 sequence 001.",cob_info,cap_api
What is the compound medication breakdown for claim 243122443413000 sequence 001?,compound_info,cap_api
Show me the MIC ingredient costs on claim 201533994612000 seq 001,compound_info,cap_api
I need to see which ingredients in claim 318847221904000 seq 002 were funded versus unfunded,compound_info,cap_api
compound drug formulation details â€” claim 256700112348000 sequence 001,compound_info,cap_api
"Can you pull the compound ingredient breakdown for my claim number 198423657801000, seq 001?",compound_info,cap_api
What were the funded ingredient costs versus the unfunded ones on claim 307541298634000 sequence 003?,compound_info,cap_api
MIC breakdown for claim 243122443413000 seq 001 â€” how much was covered per ingredient?,compound_info,cap_api
Provide the compounded drug formulation and ingredient-level pricing for claim 271983456120000 sequence 001,compound_info,cap_api
"Is claim 188934120067000 seq 002 a compound prescription, and if so what ingredients make it up?",compound_info,cap_api
I want to understand the ingredient cost split on that compound claim â€” 229847563012000 seq 001,compound_info,cap_api
compound info claim 301122998843000 sequence 002,compound_info,cap_api
Which of the ingredients in claim 265411230987000 seq 001 were not covered by the benefit?,compound_info,cap_api
Detail the compounded formulation submitted under claim 244567890123000 sequence 001 â€” including each active ingredient and its cost,compound_info,cap_api
I need the MIC data for every ingredient on claim 217834500912000 seq 003,compound_info,cap_api
Fetch compound medication details including funded/unfunded split for claim 298763451200000 seq 001,compound_info,cap_api
"For claim 312045678234000 sequence 001, tell me what the compounded drug contained",compound_info,cap_api
"What ingredients were in the compound fill on claim 231987600045000 seq 002, and which ones were rejected?",compound_info,cap_api
Compound claim 278340019823000 seq 001 â€” give me the full ingredient breakdown with costs,compound_info,cap_api
I see claim 195682347001000 seq 001 is flagged as a compound. What are the ingredient details and their individual costs?,compound_info,cap_api
Show funded vs unfunded ingredient amounts and the complete compound drug info for claim 266100345782000 sequence 001,compound_info,cap_api
What is the DAW code on claim 243122443413000 sequence 001?,daw_info,cap_api
Was generic substitution allowed on claim 201533994612000 seq 001?,daw_info,cap_api
DAW code? Claim 318847221904000 seq 002,daw_info,cap_api
I need to know whether the prescriber required brand-name dispensing on claim 256700112348000 sequence 001,daw_info,cap_api
Provide the dispense-as-written code and its meaning for claim 198423657801000 seq 001,daw_info,cap_api
"On claim 307541298634000 sequence 003, was the brand drug dispensed because the physician mandated it or the member requested it?",daw_info,cap_api
What DAW value was submitted with claim 243122443413000 seq 001 and does it indicate the generic was blocked?,daw_info,cap_api
Tell me if a brand-versus-generic substitution decision was made on claim 271983456120000 sequence 001,daw_info,cap_api
DAW indicator for claim 188934120067000 seq 002 â€” what does it mean?,daw_info,cap_api
I want to understand the dispense-as-written status on claim 229847563012000 seq 001. Was a generic available but not substituted?,daw_info,cap_api
Retrieve the DAW code details for claim 301122998843000 sequence 002,daw_info,cap_api
Did the pharmacy dispense a brand on claim 265411230987000 seq 001 because of a DAW 1 or DAW 2 instruction?,daw_info,cap_api
"For claim 244567890123000 sequence 001, explain the dispense-as-written code that was applied and whether generic substitution was permitted",daw_info,cap_api
Was there a brand-mandate or member-request DAW on claim 217834500912000 seq 003?,daw_info,cap_api
Show the DAW code submitted by the pharmacy for claim 298763451200000 seq 001,daw_info,cap_api
claim 312045678234000 seq 001 â€” did the prescriber write DAW on that script?,daw_info,cap_api
Explain why a brand drug was dispensed instead of generic for claim 231987600045000 seq 002,daw_info,cap_api
"I need the dispense-as-written detail for claim 278340019823000 seq 001, including whether it was physician-initiated or patient-requested",daw_info,cap_api
What DAW code applies to claim 195682347001000 sequence 001 and does it block generic substitution?,daw_info,cap_api
Generic substitution status and DAW code for claim 266100345782000 seq 001 â€” please provide full detail,daw_info,cap_api
What drug was dispensed on claim 243122443413000 sequence 001?,drug_info,cap_api
Give me the NDC for claim 201533994612000 seq 001,drug_info,cap_api
What is the GPI and therapeutic class for the drug on claim 318847221904000 seq 002?,drug_info,cap_api
drug info claim 256700112348000 sequence 001,drug_info,cap_api
"Is the medication on claim 198423657801000 seq 001 a formulary drug, and what tier is it?",drug_info,cap_api
"Provide the full drug details â€” name, NDC, and formulary tier â€” for claim 307541298634000 sequence 003",drug_info,cap_api
What is the drug classification for the medication dispensed under claim 243122443413000 seq 001?,drug_info,cap_api
I want to know the drug name and NDC number associated with claim 271983456120000 sequence 001,drug_info,cap_api
"For claim 188934120067000 seq 002, what therapeutic category does the dispensed drug belong to?",drug_info,cap_api
Show me the formulary status and drug tier for the medication on claim 229847563012000 seq 001,drug_info,cap_api
What's the GPI code on claim 301122998843000 sequence 002?,drug_info,cap_api
I need to confirm the NDC and drug name for claim 265411230987000 seq 001,drug_info,cap_api
"Retrieve drug classification, formulary tier, and NDC for claim 244567890123000 sequence 001",drug_info,cap_api
What is the drug's therapeutic class and GPI as submitted on claim 217834500912000 seq 003?,drug_info,cap_api
"For claim 298763451200000 seq 001, is the drug on formulary and what tier does it fall under?",drug_info,cap_api
"Pull the medication details including drug name, NDC, and tier for claim 312045678234000 seq 001",drug_info,cap_api
"What's the drug classification â€” specialty, brand, generic â€” for claim 231987600045000 seq 002?",drug_info,cap_api
NDC and formulary tier for claim 278340019823000 seq 001?,drug_info,cap_api
"Tell me everything about the drug dispensed on claim 195682347001000 sequence 001 â€” name, NDC, GPI, class, and formulary tier",drug_info,cap_api
What drug was used in claim 266100345782000 seq 001 and is it considered a specialty medication?,drug_info,cap_api
Were there any drug interaction alerts on claim 243122443413000 sequence 001?,drug_interaction_info,cap_api
Show me the DUR edits triggered for claim 201533994612000 seq 001,drug_interaction_info,cap_api
Did claim 318847221904000 seq 002 flag any therapeutic duplication?,drug_interaction_info,cap_api
DUR results for claim 256700112348000 sequence 001 â€” any clinical alerts?,drug_interaction_info,cap_api
I need to know if there were drug utilization review edits on claim 198423657801000 seq 001,drug_interaction_info,cap_api
Provide the drug interaction screening results for claim 307541298634000 sequence 003,drug_interaction_info,cap_api
Were any DUR conflict codes returned at adjudication for claim 243122443413000 seq 001?,drug_interaction_info,cap_api
Did the pharmacist override a drug-drug interaction alert on claim 271983456120000 sequence 001?,drug_interaction_info,cap_api
What clinical screening edits were generated for claim 188934120067000 seq 002?,drug_interaction_info,cap_api
Therapeutic duplication flag on claim 229847563012000 seq 001 â€” what was the conflict?,drug_interaction_info,cap_api
I want to see any drug utilization review overrides or alerts that came back on claim 301122998843000 sequence 002,drug_interaction_info,cap_api
Were there any DDI or DUR edits adjudicated on claim 265411230987000 seq 001?,drug_interaction_info,cap_api
Retrieve the full DUR edit history including reason codes for claim 244567890123000 sequence 001,drug_interaction_info,cap_api
Did claim 217834500912000 seq 003 trigger any drug-drug or drug-disease interaction alerts during adjudication?,drug_interaction_info,cap_api
Show any therapeutic duplication or drug interaction DUR results for claim 298763451200000 seq 001,drug_interaction_info,cap_api
"Were DUR clinical edits overridden on claim 312045678234000 seq 001, and if so what were the codes?",drug_interaction_info,cap_api
I need to review the drug interaction info for claim 231987600045000 seq 002 to understand if there were any safety flags,drug_interaction_info,cap_api
Drug interaction alerts â€” claim 278340019823000 seq 001,drug_interaction_info,cap_api
Was a therapeutic duplication or contraindication DUR edit raised during processing of claim 195682347001000 sequence 001?,drug_interaction_info,cap_api
"List all DUR edits, drug interaction flags, and clinical screening results for claim 266100345782000 seq 001",drug_interaction_info,cap_api
What date was claim 243122443413000 sequence 001 filled?,fill_date_info,cap_api
Give me the service date for claim 201533994612000 seq 001,fill_date_info,cap_api
When was the prescription dispensed on claim 318847221904000 seq 002?,fill_date_info,cap_api
fill date claim 256700112348000 sequence 001,fill_date_info,cap_api
I need the dispensing date for claim 198423657801000 seq 001,fill_date_info,cap_api
Provide the date of service and fill date for claim 307541298634000 sequence 003,fill_date_info,cap_api
On what date was claim 243122443413000 seq 001 adjudicated at the pharmacy?,fill_date_info,cap_api
I want to confirm when the pharmacy dispensed the medication on claim 271983456120000 sequence 001,fill_date_info,cap_api
What is the prescription fill date shown on claim 188934120067000 seq 002?,fill_date_info,cap_api
Tell me the service date associated with claim 229847563012000 seq 001 â€” when did the member pick up their prescription?,fill_date_info,cap_api
Dispensing date for claim 301122998843000 sequence 002?,fill_date_info,cap_api
Retrieve the fill date and service date for claim 265411230987000 seq 001,fill_date_info,cap_api
When exactly was claim 244567890123000 sequence 001 filled at the pharmacy â€” I need the exact date,fill_date_info,cap_api
What date of service is recorded for claim 217834500912000 seq 003?,fill_date_info,cap_api
Show me the fill date for claim 298763451200000 seq 001,fill_date_info,cap_api
I need to know the dispensing date on claim 312045678234000 seq 001 to verify timeline,fill_date_info,cap_api
What was the date claim 231987600045000 seq 002 was processed and dispensed?,fill_date_info,cap_api
Service date / fill date for claim 278340019823000 seq 001 please,fill_date_info,cap_api
"On claim 195682347001000 sequence 001, I need to verify the prescription fill date for coordination of benefits purposes",fill_date_info,cap_api
Confirm the dispensing date and date of service on claim 266100345782000 seq 001,fill_date_info,cap_api
Are there any generic alternatives available for the drug on claim 243122443413000 sequence 001?,generic_availability,cap_api
What therapeutic equivalents exist for the medication billed under claim 201533994612000 seq 001?,generic_availability,cap_api
I need to know if a formulary-approved substitute is available for claim 318745621900000 sequence 002,generic_availability,cap_api
Generic sub options for NDC on claim 243122443413000 seq 001?,generic_availability,cap_api
Can you tell me whether the drug dispensed on claim 509871234560000 seq 001 has a generic equivalent covered under the formulary?,generic_availability,cap_api
Is the brand drug on claim 412369874100000 sequence 001 substitutable with a lower-cost generic?,generic_availability,cap_api
Check if a therapeutically equivalent drug is available for the item billed on claim 100045678900000 seq 001,generic_availability,cap_api
DAW code and generic availability â€” claim 243122443413000 sequence 001,generic_availability,cap_api
Pull up any approved formulary substitutes for the medication in claim 600012398700000 seq 002,generic_availability,cap_api
"Provide generic alternative details for claim number 318745621900000, sequence 001",generic_availability,cap_api
The member is asking why they paid so much â€” are there generics for the drug on claim 201533994612000 seq 001?,generic_availability,cap_api
Is claim 755400123600000 sequence 001 dispensed as a brand when a generic is on formulary?,generic_availability,cap_api
Therapeutic equivalent availability for the NDC on claim 509871234560000 seq 003,generic_availability,cap_api
What is the generic status of the drug on claim 412369874100000 seq 001 â€” multi-source or single-source brand?,generic_availability,cap_api
Is there a formulary-preferred generic that could replace the brand drug billed on claim 900112233440000 sequence 001?,generic_availability,cap_api
Are generic options or therapeutic interchanges listed for claim 243122443413000 sequence 002?,generic_availability,cap_api
I want to check DAW and generic availability flags for claim 100045678900000 sequence 001,generic_availability,cap_api
Lookup: does the drug on claim 600012398700000 seq 001 have a BPG or generic interchange?,generic_availability,cap_api
Confirm whether a covered generic substitute exists for the product on claim 755400123600000 seq 001,generic_availability,cap_api
Show me the generic availability information tied to claim 201533994612000 sequence 003 â€” brand vs generic status and any alternatives on formulary,generic_availability,cap_api
Is claim 243122443413000 sequence 001 classified as a government claim?,government_claim_type,cap_api
What Medicare or Medicaid program type is associated with claim 201533994612000 seq 001?,government_claim_type,cap_api
Is this claim Part D or Medicaid â€” claim 318745621900000 sequence 002?,government_claim_type,cap_api
Govt claim type for claim 509871234560000 seq 001?,government_claim_type,cap_api
Provide the government program classification for claim 412369874100000 sequence 001,government_claim_type,cap_api
I need to know if claim 100045678900000 seq 001 is a Medicare Part D claim or a commercial claim,government_claim_type,cap_api
Can you pull the government claim type indicator for claim 600012398700000 seq 002?,government_claim_type,cap_api
"What is the program type â€” LIS, Medicaid, or standard Part D â€” on claim 755400123600000 sequence 001?",government_claim_type,cap_api
Government claim type field on claim 900112233440000 seq 001,government_claim_type,cap_api
Is claim 243122443413000 seq 002 identified as a federally funded benefit claim?,government_claim_type,cap_api
"Classify whether claim 201533994612000 sequence 001 falls under Medicare, Medicaid, or neither",government_claim_type,cap_api
The patient mentions Medicare coverage â€” is claim 318745621900000 seq 001 a Part D or Part B claim?,government_claim_type,cap_api
PDE government claim type lookup for claim 509871234560000 sequence 001,government_claim_type,cap_api
What federal benefit program category is tied to claim 412369874100000 seq 003?,government_claim_type,cap_api
"Government program flag on claim 100045678900000 sequence 001 â€” is it Medicaid, Part D, or neither?",government_claim_type,cap_api
Show me the government claim classification for claim 600012398700000 seq 001,government_claim_type,cap_api
Is claim 755400123600000 sequence 002 billed under a state Medicaid program or CMS Part D?,government_claim_type,cap_api
I need the government claim type code for claim number 900112233440000 seq 001,government_claim_type,cap_api
Does claim 243122443413000 seq 001 qualify as a government-funded claim under any federal program?,government_claim_type,cap_api
Retrieve the government claim type indicator and program classification details for claim 201533994612000 sequence 002,government_claim_type,cap_api
Was claim 243122443413000 sequence 001 filled at a mail order pharmacy or retail?,mail_order_info,cap_api
Is claim 201533994612000 seq 001 a home delivery prescription?,mail_order_info,cap_api
What delivery channel was used for claim 318745621900000 sequence 002 â€” mail or retail?,mail_order_info,cap_api
Mail order or retail? Claim 509871234560000 seq 001,mail_order_info,cap_api
Provide the dispensing channel information for claim 412369874100000 sequence 001,mail_order_info,cap_api
Was the prescription on claim 100045678900000 seq 001 shipped to the member's home?,mail_order_info,cap_api
I need to know whether claim 600012398700000 seq 002 was dispensed via mail order or filled in-store,mail_order_info,cap_api
Check if claim 755400123600000 sequence 001 is flagged as a mail service or specialty mail claim,mail_order_info,cap_api
Dispensing channel and NCPDP pharmacy type for claim 900112233440000 seq 001,mail_order_info,cap_api
Was this a CVS Caremark mail order fill â€” claim 243122443413000 seq 002?,mail_order_info,cap_api
"Show the pharmacy dispensing type for claim 201533994612000 sequence 003 â€” retail, mail, or specialty",mail_order_info,cap_api
The member says they received this by mail â€” verify the delivery channel on claim 318745621900000 seq 001,mail_order_info,cap_api
Mail order indicator on claim 509871234560000 sequence 001?,mail_order_info,cap_api
Is claim 412369874100000 seq 001 associated with a home delivery or a walk-in pharmacy fill?,mail_order_info,cap_api
Retrieve mail service status and shipping information for claim 100045678900000 sequence 001,mail_order_info,cap_api
Was claim 600012398700000 seq 001 filled through the specialty mail channel or a retail outlet?,mail_order_info,cap_api
I want to confirm the dispensing method â€” mail vs retail â€” for claim 755400123600000 seq 002,mail_order_info,cap_api
Look up whether the drug on claim 900112233440000 seq 001 was home-delivered or picked up at a pharmacy counter,mail_order_info,cap_api
What NCPDP pharmacy type and dispensing channel are on claim 243122443413000 sequence 001?,mail_order_info,cap_api
Tell me if claim 201533994612000 seq 001 went through the mail order fulfillment pipeline and whether it was shipped or awaiting shipment,mail_order_info,cap_api
Give me the Medicare Part D details for claim 243122443413000 sequence 001,medicare_part_d,cap_api
What are the PDE fields on claim 201533994612000 seq 001?,medicare_part_d,cap_api
MEDD pricing and LICS tier for claim 318745621900000 sequence 002,medicare_part_d,cap_api
N1 amounts on claim 509871234560000 seq 001?,medicare_part_d,cap_api
Provide the Part D summary for claim 412369874100000 sequence 001 including low-income subsidy tier,medicare_part_d,cap_api
I need the Medicare Part D cost-sharing breakdown for claim 100045678900000 seq 001,medicare_part_d,cap_api
What is the LICS level applied to claim 600012398700000 seq 002?,medicare_part_d,cap_api
Pull the PDE submission data for claim 755400123600000 sequence 001,medicare_part_d,cap_api
MEDD and N1 amount details â€” claim 900112233440000 seq 001,medicare_part_d,cap_api
Is claim 243122443413000 seq 002 in the coverage gap phase or catastrophic phase under Part D?,medicare_part_d,cap_api
Show me the CMS Part D benefit phase and cost-sharing for claim 201533994612000 sequence 001,medicare_part_d,cap_api
I need to verify the LICS subsidy tier and patient pay under Part D for claim 318745621900000 seq 001,medicare_part_d,cap_api
What PDE event data was reported to CMS for claim 509871234560000 sequence 001?,medicare_part_d,cap_api
Retrieve the Medicare Part D MEDD and N1 cost fields for claim 412369874100000 seq 003,medicare_part_d,cap_api
Part D low-income cost-sharing subsidy applied to claim 100045678900000 sequence 001?,medicare_part_d,cap_api
What is the Part D benefit stage and true out-of-pocket accumulator on claim 600012398700000 seq 001?,medicare_part_d,cap_api
"LICS tier, MEDD price, and PDE details for claim 755400123600000 seq 002",medicare_part_d,cap_api
Confirm the Medicare Part D N1 patient pay amount on claim 900112233440000 seq 001,medicare_part_d,cap_api
Is this a LIS eligible claim â€” show the Part D summary for claim 243122443413000 sequence 001,medicare_part_d,cap_api
"Provide full Medicare Part D details including PDE submission, LICS tier, MEDD pricing, and N1 amounts for claim 201533994612000 sequence 002",medicare_part_d,cap_api
Show me all claims for member ID 123456789 â€” I need a full summary,multi_claim_summary,cap_api
How many total claims has this member submitted in the last 12 months?,multi_claim_summary,cap_api
Give me a summary of all prescriptions filled by member 987654321 this year,multi_claim_summary,cap_api
List all claims for this member â€” I want the full claim history,multi_claim_summary,cap_api
Pull every claim on file for member 456123789 and summarize the total cost,multi_claim_summary,cap_api
What is the total number of claims and overall spend for this member across all their prescriptions?,multi_claim_summary,cap_api
I need a multi-claim summary â€” all fills for member 654321987 from January through June,multi_claim_summary,cap_api
"Summarize the entire claim history for this member, including all drugs, dates, and costs",multi_claim_summary,cap_api
How many claims did member 321654987 have this quarter and what was the total member pay?,multi_claim_summary,cap_api
"Show all prescription claims on record for this member â€” not a single claim, the whole list",multi_claim_summary,cap_api
I want to review every claim this member has filed â€” provide a complete summary,multi_claim_summary,cap_api
Full claim count and summary for member 789456123 over the past six months,multi_claim_summary,cap_api
Can you aggregate all claims for this member and show me the breakdown by drug?,multi_claim_summary,cap_api
Retrieve the complete claims list for member 852963741 and tell me the most recent fills,multi_claim_summary,cap_api
"Member's entire claim history â€” all claims, not just one â€” for the current benefit year",multi_claim_summary,cap_api
