Prompt,actual_intent,predicted_intent,intent_match,actual_domain,predicted_domain,domain_match,confidence,raw_confidence,margin,source,agreement,is_confusion_pair,gate_reason
Was the pharmacist allowed to substitute on this script?,daw_info,daw_info,True,cap_api,cap_api,True,0.9056172238877304,0.3484278101405484,0.8975799397509241,ensemble,False,False,disagreement
Brand required by prescriber or patient preference?,daw_info,daw_info,True,cap_api,cap_api,True,0.9332635981764711,0.3633247823545111,0.8705490696968246,ensemble,True,False,pass
What substitution code is on file for this fill?,daw_info,daw_info,True,cap_api,cap_api,True,0.8499484643958654,0.21882927996727797,0.8155786440994154,ensemble,False,False,disagreement
Show whether generic substitution was permitted on this claim.,daw_info,daw_info,True,cap_api,cap_api,True,0.9930167403015452,0.5683687276841566,0.9874851105167602,ensemble,True,False,pass
Was this claim processed under a government program?,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.9999060595317846,0.760741106708704,0.9998951287147638,ensemble,True,False,pass
Is this a Medicare or Medicaid claim?,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.9998934219380946,0.7488180652388847,0.9998653298643202,ensemble,True,False,pass
Government claim classification for claim 242905816136000 sequence 001.,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.9997332459786243,0.6807432223350498,0.9997021037264068,ensemble,True,False,pass
What federal program does this claim fall under?,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.9998734214265104,0.7379434188914664,0.9998502607098301,ensemble,True,False,pass
Is this a commercial or government-sponsored claim?,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.9998743487867793,0.7442739112035051,0.9998455764364818,ensemble,True,False,pass
Show the government claim type indicator for this fill.,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.9982486989887986,0.4981852201077574,0.9979864495007074,ensemble,True,False,pass
Was this prescription covered under Medicaid managed care?,government_claim_type,medicare_part_d,False,cap_api,cap_api,True,0.3445686825320188,0.08913905570943619,0.1403212014619439,ensemble,False,False,disagreement
Claim type — Medicare Part D or commercial?,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.9657294707474676,0.40148137374786413,0.9367364646469017,ensemble,True,False,pass
Is this claim subject to state Medicaid rules?,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.8596030965171089,0.18141130431215716,0.8056744509491868,ensemble,True,False,pass
Tell me the program classification for this prescription claim.,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.989196718668166,0.44045155145884285,0.980619777979571,ensemble,True,False,pass
What program type was this claim processed under?,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.9999001596000036,0.7797518778812724,0.9998717449164463,ensemble,True,False,pass
Government program indicator on claim 201752592251000.,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.9952685408970419,0.4062723127012493,0.9941448707052899,ensemble,True,False,pass
Govt claim type?,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.9998859896943477,0.7490678649069542,0.9998659320519538,ensemble,True,False,pass
Was this filled under a state or federal plan?,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.999803169051217,0.7117558613932661,0.9997714743436273,ensemble,True,False,pass
Is this claim flagged as Medicare or Medicaid in the system?,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.9956818698156654,0.42275528878485724,0.9947678249597468,ensemble,True,False,pass
Was this prescription filled through mail order?,mail_order_info,mail_order_info,True,cap_api,cap_api,True,0.8999028646053094,0.7624117467233555,0.8998712570606446,ensemble,True,True,pass
Is this a home delivery or retail fill?,mail_order_info,mail_order_info,True,cap_api,cap_api,True,0.8998384338004204,0.7187059298582812,0.8997808499791595,ensemble,True,True,pass
Mail order status for claim 220133725669000 sequence 001.,mail_order_info,mail_order_info,True,cap_api,cap_api,True,0.898345294470338,0.5679826160197411,0.8976202450467253,ensemble,True,True,pass
Was this medication shipped to the patient?,mail_order_info,mail_order_info,True,cap_api,cap_api,True,0.9998386728276479,0.72307053634005,0.9998024392867068,ensemble,True,False,pass
Show the delivery channel for this claim.,mail_order_info,mail_order_info,True,cap_api,cap_api,True,0.8997832143733305,0.6917929414917804,0.8997487363726989,ensemble,True,True,pass
Is this a mail-order pharmacy fill or a walk-in?,mail_order_info,mail_order_info,True,cap_api,cap_api,True,0.8079933881734974,0.3548168878329031,0.7196832424851656,ensemble,True,True,pass
Home delivery information for claim 201503823714118.,mail_order_info,mail_order_info,True,cap_api,cap_api,True,0.9990653112020067,0.5506053353604212,0.9989689439505406,ensemble,True,False,pass
Did this come from a mail service pharmacy?,mail_order_info,mail_order_info,True,cap_api,cap_api,True,0.8998767869022267,0.7467306682843489,0.8998327149587795,ensemble,True,True,pass
Was this prescription dispensed via home delivery?,mail_order_info,mail_order_info,True,cap_api,cap_api,True,0.9999150499618533,0.7679989592966363,0.9999006054046581,ensemble,True,False,pass
Mail order?,mail_order_info,mail_order_info,True,cap_api,cap_api,True,0.889039779219085,0.4302387233832164,0.8810213654035023,ensemble,True,True,pass
What is the fulfillment channel — retail or mail?,mail_order_info,PharmType,False,cap_api,claim_history_search,False,0.6934191003311263,0.29946077985852804,0.5647027721398864,ensemble,False,True,disagreement
Show whether this was shipped or picked up at a store.,mail_order_info,mail_order_info,True,cap_api,cap_api,True,0.9872326805029463,0.3603065006243569,0.979993947444435,ensemble,True,False,pass
Is this a 90-day mail order fill?,mail_order_info,mail_order_info,True,cap_api,cap_api,True,0.46145567210807575,0.20714104638391923,0.03000569625812632,ensemble,False,False,disagreement
