text,actual_intent,predicted_intent,intent_match,actual_domain,predicted_domain,domain_match,confidence,raw_confidence,margin,source,agreement,is_confusion_pair,gate_reason
Show TF status for claim 222492018072002 sequence 001.,approval_info,approval_info,True,benefits_api,benefits_api,True,0.5212892075017129,0.5212892075471082,0.4988625898532734,llm,True,False,confusion_prone
List all plan overrides on claim 222492117457002 sequence 001.,approval_info,approval_info,True,benefits_api,benefits_api,True,0.21370488010201213,0.25141750602374335,0.09910648032726861,llm,False,False,disagreement
Check transition fill override details for claim 230381673488000 sequence 001.,approval_info,approval_info,True,benefits_api,benefits_api,True,0.5380665160329187,0.5380665160798068,0.47458416142821375,llm,True,False,confusion_prone
TF type applied to claim 230624075311000 sequence 002.,approval_info,approval_info,True,benefits_api,benefits_api,True,0.5237779509404522,0.5237779509860685,0.4991465690755806,llm,True,False,confusion_prone
Plan configuration that affected TF on claim 231181462825000 sequence 001.,approval_info,approval_info,True,benefits_api,benefits_api,True,0.437841791048181,0.43784179108614885,0.4070319054062439,llm,True,False,confusion_prone
What is the audit trail for claim 130041467416065 sequence 001?,audit_info,audit_info,True,benefits_api,benefits_api,True,0.4587740606436727,0.45877406068350374,0.43126162925624634,ensemble,True,False,pass
When was claim 132435151040074 sequence 001 first created?,audit_info,audit_info,True,benefits_api,benefits_api,True,0.9160320282275934,0.9160320283081206,0.9117020471229965,ensemble,True,False,pass
Audit log for claim 150692388845000 sequence 001.,audit_info,audit_info,True,benefits_api,benefits_api,True,0.529652620272476,0.5296526203186154,0.5108757492539002,ensemble,True,False,pass
Show the change history of claim 160060096136030 sequence 001.,audit_info,audit_info,True,benefits_api,benefits_api,True,0.5769296371538346,0.5769296372041814,0.5264164581509325,ensemble,True,False,pass
What modifications were made to claim 180571470939000 sequence 001?,reversal_info,audit_info,False,cap_api,benefits_api,False,0.29798688608407287,0.35057280718793365,0.2517127615712617,llm,False,False,disagreement
When was claim 191406379285000 sequence 001 last updated?,claim_status,audit_info,False,cap_api,benefits_api,False,0.19682074541268915,0.23155381815218373,0.04619517597434682,llm,False,False,disagreement
Claim 201503823714118 sequence 001 add date and change date.,fill_date_info,audit_info,False,claim_history_search,benefits_api,False,0.89687518258003,0.8968751826588521,0.8908596770464658,ensemble,True,False,pass
Who last modified claim 201752592251000 sequence 001 and when?,audit_info,audit_info,True,benefits_api,benefits_api,True,0.9040742711529142,0.9040742712323768,0.8977222343693885,ensemble,True,False,pass
List all audit entries for claim 201990819198000 sequence 001.,audit_info,audit_info,True,benefits_api,benefits_api,True,0.43233068046192813,0.4323306804994056,0.4073114475610681,ensemble,True,False,pass
What is the creation timestamp of claim 211263773300000 sequence 004?,audit_info,audit_info,True,benefits_api,benefits_api,True,0.893459615439315,0.8934596155178327,0.8892745722620592,ensemble,True,False,pass
Modification record for claim 220133725669000 sequence 001.,audit_info,audit_info,True,benefits_api,benefits_api,True,0.4998145539636573,0.4998145540071408,0.40696136787284554,ensemble,True,False,pass
Claim 220992183436835 sequence 002: edit history and change log.,audit_info,audit_info,True,benefits_api,benefits_api,True,0.572695384489942,0.5726953845399123,0.5458295254742489,ensemble,True,False,pass
When was claim 221172865083001 sequence 001 added to the system?,audit_info,audit_info,True,benefits_api,benefits_api,True,0.9032981232224258,0.9032981233018189,0.8985936660631522,ensemble,True,False,pass
Full audit report for claim 221663541811000 sequence 001.,audit_info,audit_info,True,benefits_api,benefits_api,True,0.44933014506115804,0.44933014510014835,0.4229020672541054,ensemble,True,False,pass
What is the audit add time for claim 221775171449000 sequence 003?,audit_info,audit_info,True,benefits_api,benefits_api,True,0.29865429049839604,0.3513579888519134,0.27141072661865423,llm,False,False,disagreement
History of changes on claim 222492018072002 sequence 001.,audit_info,audit_info,True,benefits_api,benefits_api,True,0.46191789607073136,0.4619178961108417,0.4058148483470904,ensemble,True,False,pass
Claim 222492117457002 sequence 001 audit summary.,audit_info,audit_info,True,benefits_api,benefits_api,True,0.4157676733075609,0.41576767334356435,0.38458287426733856,ensemble,True,False,pass
Audit information including add date and change date for claim 230381673488000 sequence 001.,audit_info,audit_info,True,benefits_api,benefits_api,True,0.47972235742368585,0.47972235746538106,0.4507123402478616,ensemble,True,False,pass
Show the modification details for claim 230624075311000 sequence 002.,audit_info,audit_info,True,benefits_api,benefits_api,True,0.5448416275494554,0.5448416275969457,0.4590662061616956,ensemble,True,False,pass
Claim audit record for 231181462825000 sequence 001.,audit_info,audit_info,True,benefits_api,benefits_api,True,0.5418466972621228,0.5418466973093472,0.5244043345089348,ensemble,True,False,pass
What is the member's benefit phase for claim 130041467416065 sequence 001?,beneficiary_info,beneficiary_info,True,benefits_api,benefits_api,True,0.4721524855683146,0.4721524856093364,0.4324603477453702,llm,True,False,confusion_prone
Member coverage details for claim 150692388845000 sequence 001.,beneficiary_info,claim_status,False,benefits_api,cap_api,False,0.34824046727972346,0.43530058413739625,0.30878808706969063,llm,True,True,confusion_prone
Benefit type and coverage tier for claim 180571470939000 sequence 001.,beneficiary_info,beneficiary_info,True,benefits_api,benefits_api,True,0.3662407285085224,0.45780091067539724,0.3354242423114718,llm,True,True,confusion_prone
Is the member eligible for benefits on claim 191406379285000 sequence 001?,beneficiary_info,member_coverage,False,benefits_api,member_domain,False,0.24547062288746546,0.3068382786356405,0.19238933728613702,llm,True,True,pass
What benefit phase is the member in for claim 201503823714118 sequence 001?,beneficiary_info,beneficiary_info,True,benefits_api,benefits_api,True,0.6597961756598738,0.6597961757175955,0.6420790242866693,ensemble,True,False,pass
Member plan details for claim 201752592251000 sequence 001.,beneficiary_info,beneficiary_info,True,benefits_api,benefits_api,True,0.17577909901747735,0.21972387379040206,0.09407860959813297,llm,True,True,pass
Accumulation status for the member on claim 201990819198000 sequence 001.,beneficiary_info,beneficiary_info,True,benefits_api,benefits_api,True,0.5775502632071909,0.5775502632575932,0.5279760874890109,ensemble,True,False,pass
Does medical dollar accumulation apply to claim 211263773300000 sequence 004?,beneficiary_info,beneficiary_info,True,benefits_api,benefits_api,True,0.38909705421063606,0.38909705424426605,0.3594273048936182,llm,True,False,confusion_prone
Member's coverage classification for claim 220992183436835 sequence 002.,beneficiary_info,beneficiary_info,True,benefits_api,benefits_api,True,0.52371372261826,0.5237137226638705,0.47896703426849974,llm,True,False,confusion_prone
Claim 221663541811000 sequence 001: member's insurance coverage type.,beneficiary_info,beneficiary_info,True,benefits_api,benefits_api,True,0.4412714438397017,0.44127144387797484,0.4175173016164739,llm,True,False,confusion_prone
Member eligibility information for claim 222492018072002 sequence 001.,beneficiary_info,beneficiary_info,True,benefits_api,benefits_api,True,0.07829622699013322,0.13981469106525285,0.024695124966871002,llm,False,True,disagreement
What plan is the member enrolled in for claim 222492117457002 sequence 001?,beneficiary_info,beneficiary_info,True,benefits_api,benefits_api,True,0.3033221034466527,0.30332210347264843,0.2665809286174671,llm,True,False,confusion_prone
Benefit plan configuration for claim 230381673488000 sequence 001.,beneficiary_info,approval_info,False,benefits_api,benefits_api,True,0.15579879139291675,0.19474848925747856,0.11177246398730088,llm,True,True,pass
Member accumulation rules for claim 230624075311000 sequence 002.,beneficiary_info,beneficiary_info,True,benefits_api,benefits_api,True,0.4501654201040455,0.45016542014311034,0.40443193866597593,llm,True,False,confusion_prone
Coverage details and benefit phase for claim 231181462825000 sequence 001.,beneficiary_info,beneficiary_info,True,benefits_api,benefits_api,True,0.30489625285809135,0.38112031610553404,0.2581816218890394,llm,True,True,confusion_prone
What is the current status of claim 130041467416065 sequence 001?,claim_status,claim_status,True,cap_api,cap_api,True,0.9275436971530603,0.9275436972346115,0.9234307207692527,ensemble,True,False,pass
Claim summary for 132435151040074 sequence 001.,claim_status,claim_status,True,cap_api,cap_api,True,0.48040428325327644,0.48040428329503243,0.44956925771312156,llm,True,False,confusion_prone
Full details of claim 150692388845000 sequence 001.,claim_status,claim_status,True,cap_api,cap_api,True,0.16728369614851218,0.2460054355334124,0.08129956769807306,llm,False,True,disagreement
What happened on claim 160060096136030 sequence 001?,claim_status,claim_status,True,cap_api,cap_api,True,0.1873925826917322,0.2204618620088942,0.07591670433981516,llm,False,False,disagreement
Processing status of claim 180571470939000 sequence 001.,claim_status,claim_status,True,cap_api,cap_api,True,0.4991078693645302,0.6238848367601889,0.4704392459092482,llm,True,True,confusion_prone
Adjudication outcome for claim 191406379285000 sequence 001.,claim_status,claim_status,True,cap_api,cap_api,True,0.7461771373509122,0.9327214217706522,0.7424378810476062,ensemble,True,True,pass
Complete claim record for 201503823714118 sequence 001.,claim_status,ClaimNum,False,cap_api,claim_history_search,False,0.41512420341176676,0.41512420344771284,0.3781425920208358,llm,True,False,confusion_prone
Breakdown of claim 201752592251000 sequence 001.,claim_status,pricing_info,False,cap_api,cap_api,True,0.237763136580476,0.2797213371773965,0.18423845006477577,llm,False,False,disagreement
Status update for claim 201990819198000 sequence 001.,claim_status,claim_status,True,cap_api,cap_api,True,0.46044905268023756,0.5755613159005214,0.43720842296229584,llm,True,True,confusion_prone
Comprehensive summary of claim 211263773300000 sequence 004.,approval_info,claim_status,False,benefits_api,cap_api,False,0.450323757027896,0.45032375706697436,0.40388637565633556,llm,True,False,confusion_prone
"Is claim 220133725669000 sequence 001 paid, rejected, or pending?",claim_status,claim_status,True,cap_api,cap_api,True,0.9354989699412791,0.9354989700235384,0.9306489099974218,ensemble,True,False,pass
Claim 220992183436835 sequence 002 status and processing details.,claim_status,claim_status,True,cap_api,cap_api,True,0.39963221699689183,0.4995402712895741,0.34160070286328637,llm,True,True,confusion_prone
Claim 221663541811000 sequence 001 overview.,claim_status,claim_status,True,cap_api,cap_api,True,0.2807465076864635,0.330290009071294,0.22284013706215955,llm,False,False,disagreement
Show the full record for claim 221775171449000 sequence 003.,claim_status,claim_status,True,cap_api,cap_api,True,0.37997782737111163,0.4749722842551623,0.34699514028373596,llm,True,True,confusion_prone
Adjudication details for claim 222492018072002 sequence 001.,claim_status,claim_status,True,cap_api,cap_api,True,0.3789867153614722,0.4737333942430023,0.2522882817500626,llm,True,True,confusion_prone
Claim 222492117457002 sequence 001: status and outcome.,claim_status,claim_status,True,cap_api,cap_api,True,0.5047970073130725,0.5047970073569998,0.45002385586266885,llm,True,False,confusion_prone
Quick status check on claim 230381673488000 sequence 001.,claim_status,claim_status,True,cap_api,cap_api,True,0.9123561677435627,0.9123561678237616,0.9043959910482856,ensemble,True,False,pass
What was the result of processing claim 230624075311000 sequence 002?,claim_status,claim_status,True,cap_api,cap_api,True,0.7384134627747572,0.9230168285495957,0.7332207540732076,ensemble,True,True,pass
Claim details and status for 231181462825000 sequence 001.,claim_status,claim_status,True,cap_api,cap_api,True,0.3093527013451303,0.45493044319409226,0.2644526873752236,llm,False,True,disagreement
Does claim 132435151040074 sequence 001 have coordination of benefits?,cob_info,cob_info,True,cap_api,cap_api,True,0.4394830262586872,0.43948302629680147,0.41376883777166906,ensemble,True,False,pass
COB summary for claim 150692388845000 sequence 001.,cob_info,cob_info,True,cap_api,cap_api,True,0.521800295038834,0.5218002950842743,0.4917728775589091,ensemble,True,False,pass
What other insurance information exists for claim 211263773300000 sequence 004?,cob_info,cob_info,True,cap_api,cap_api,True,0.1444183207456612,0.16990390677372277,0.05049154096456684,llm,False,False,disagreement
Is there a secondary payer on claim 242055403386000 sequence 001?,cob_info,cob_info,True,cap_api,cap_api,True,0.26837859069309117,0.315739518489561,0.1050606770093831,llm,False,False,disagreement
Coordination of benefits details for claim 242831720377166 sequence 002.,cob_info,cob_info,True,cap_api,cap_api,True,0.6092109738208059,0.6092109738740257,0.590257747128178,ensemble,True,False,pass
COB pricing breakdown for claim 242831738080166 sequence 001.,cob_info,cob_info,True,cap_api,cap_api,True,0.5411277040532154,0.541127704100376,0.4993222907651826,ensemble,True,False,pass
How did other insurance affect claim 243102333796000 sequence 003?,cob_info,cob_info,True,cap_api,cap_api,True,0.5213685997681374,0.521368599813539,0.4626589289698735,ensemble,True,False,pass
Secondary insurance details for claim 243122443413000 sequence 001.,cob_info,cob_info,True,cap_api,cap_api,True,0.5903204852006715,0.5903204852522106,0.5323548787233524,ensemble,True,False,pass
COB calculation for claim 252611736720000 sequence 002.,cob_info,cob_info,True,cap_api,cap_api,True,0.5359624661987306,0.5359624662454315,0.5125170140051334,ensemble,True,False,pass
Coordination details for claim 252952886196000 sequence 001.,cob_info,cob_info,True,cap_api,cap_api,True,0.47861552127174534,0.47861552131334206,0.4407509998484118,ensemble,True,False,pass
Other payer information for claim 253091241600000 sequence 001.,cob_info,cob_info,True,cap_api,cap_api,True,0.3025355267313146,0.3025355267572404,0.21019341403657105,ensemble,True,False,pass
Dual coverage details for claim 253136857840000 sequence 001.,cob_info,cob_info,True,cap_api,cap_api,True,0.5200446470383994,0.520044647083683,0.4502012206317156,ensemble,True,False,pass
COB setup for claim 132435151040074 sequence 001.,cob_info,cob_info,True,cap_api,cap_api,True,0.47231153295993267,0.4723115330009685,0.4524213605360402,ensemble,True,False,pass
Secondary payer information for claim 150692388845000 sequence 001.,cob_info,cob_info,True,cap_api,cap_api,True,0.5498903956938732,0.5498903957418136,0.48367868870250386,ensemble,True,False,pass
COB report for claim 211263773300000 sequence 004.,cob_info,cob_info,True,cap_api,cap_api,True,0.4860065868063751,0.48600658684862963,0.4569978446078779,ensemble,True,False,pass
Impact of other insurance on claim 242055403386000 sequence 001.,cob_info,cob_info,True,cap_api,cap_api,True,0.476349540402016,0.4763495404434109,0.4160352603418415,ensemble,True,False,pass
COB adjudication details for claim 242831720377166 sequence 002.,claim_status,cob_info,False,cap_api,cap_api,True,0.3231710661219031,0.3802012542939002,0.24148827180791424,llm,False,False,disagreement
Primary and secondary insurance breakdown for claim 242831738080166 sequence 001.,cob_info,cob_info,True,cap_api,cap_api,True,0.5107434016922336,0.5107434017366899,0.4932236070404316,ensemble,True,False,pass
COB configuration for claim 243102333796000 sequence 003.,cob_info,cob_info,True,cap_api,cap_api,True,0.5218173742357047,0.5218173742811465,0.5046484778619534,ensemble,True,False,pass
Coordination pricing summary for claim 243122443413000 sequence 001.,pricing_info,cob_info,False,cap_api,cap_api,True,0.48534320068347103,0.48534320072566706,0.39878410830189637,ensemble,True,False,pass
Is claim 130041467416065 sequence 001 for a compound medication?,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.4555038597602684,0.4555038597998085,0.43540339777046994,llm,True,False,confusion_prone
Compound details for claim 132435151040074 sequence 001.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.5137669909934993,0.5137669910382244,0.49330951806723145,llm,True,False,confusion_prone
What is the compound code on claim 150692388845000 sequence 001?,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.4047210006159321,0.4047210006509522,0.37009473877121113,llm,True,False,confusion_prone
Ingredient breakdown for compound claim 160060096136030 sequence 001.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.6740031855303744,0.6740031855893603,0.6625415844801141,ensemble,True,False,pass
MIC information for claim 180571470939000 sequence 001.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.2841567970014565,0.2841567970257465,0.1833770458465255,llm,True,False,pass
Compound ingredient costs for claim 191406379285000 sequence 001.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.453328562549122,0.5666607032358356,0.4018350597563316,llm,True,True,confusion_prone
Is this a compounded prescription? Claim 201503823714118 sequence 001.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.49149850544054535,0.4914985054832889,0.4589119756605065,llm,True,False,confusion_prone
Funded and unfunded costs for compound claim 201752592251000 sequence 001.,compound_info,pricing_info,False,claim_history_search,cap_api,False,0.3891122648058445,0.48639033104959456,0.37233436376693696,llm,True,True,confusion_prone
Ingredient list for compound claim 201990819198000 sequence 001.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.654997621562075,0.6549976216193697,0.6410239622679864,ensemble,True,False,pass
Compound drug details for claim 211263773300000 sequence 004.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.5758862206671476,0.5758862207174011,0.5552885042921041,ensemble,True,False,pass
MIC cost breakdown for claim 220133725669000 sequence 001.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.28578787320785065,0.35723484154060714,0.23609178563726108,llm,True,True,pass
Individual ingredient pricing for claim 220992183436835 sequence 002.,compound_info,pricing_info,False,claim_history_search,cap_api,False,0.1840633351356761,0.2706813752226143,0.02030635594928215,llm,False,True,disagreement
Compound formulation details for claim 221172865083001 sequence 001.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.5732211365452613,0.5732211365952785,0.5551851455205045,ensemble,True,False,pass
Compound medication summary for claim 221663541811000 sequence 001.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.5687880193122616,0.5687880193618842,0.5491144199767567,ensemble,True,False,pass
MIC details and ingredient breakdown for claim 221775171449000 sequence 003.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.4691921389914011,0.4691921390321592,0.4520304747061329,llm,True,False,confusion_prone
Compound pricing information for claim 222492018072002 sequence 001.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.314049012143095,0.3925612652128066,0.20530004628590445,llm,True,True,confusion_prone
Ingredient cost report for claim 222492117457002 sequence 001.,pricing_info,pricing_info,True,cap_api,cap_api,True,0.3404681155758029,0.4255851445066308,0.27402071557646523,llm,True,True,confusion_prone
Compound claim details for 230624075311000 sequence 002.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.5960974458779994,0.5960974459300523,0.5695940058907529,ensemble,True,False,pass
MIC summary for claim 231181462825000 sequence 001.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.21513687789808747,0.21513687791623465,0.07532636654040603,llm,True,False,pass
Claim history for the member on claim 132435151040074 sequence 001.,audit_info,date_range_claims,False,benefits_api,claim_history_search,False,0.23605440470680236,0.27771106438466026,0.08571644243585723,llm,False,False,disagreement
Member's claim history for the drug on claim 220133725669000 sequence 001.,date_range_claims,date_range_claims,True,claim_history_search,claim_history_search,True,0.534586845601839,0.5345868456484171,0.5163548498637893,ensemble,True,False,pass
Claim list for this year related to 221775171449000 sequence 003.,date_range_claims,date_range_claims,True,claim_history_search,claim_history_search,True,0.17837466897366983,0.20985255175140613,0.03717939039245224,llm,False,False,disagreement
Claim history for this member and drug for 222492117457002 sequence 001.,date_range_claims,date_range_claims,True,claim_history_search,claim_history_search,True,0.5097515090354964,0.5097515090798648,0.47504876104448435,ensemble,True,False,pass
Member prescription history for 231181462825000 sequence 001.,date_range_claims,date_range_claims,True,claim_history_search,claim_history_search,True,0.41164953605276455,0.4116495360884016,0.3717384320386312,ensemble,True,False,pass
Brand vs generic information for claim 191406379285000 sequence 001.,drug_info,daw_info,False,claim_history_search,cap_api,False,0.28837568770266336,0.3392655149735043,0.22695369395635906,llm,False,False,disagreement
What drug was dispensed on claim 130041467416065 sequence 001?,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.30420768438909485,0.3578913934297876,0.25756555155102945,llm,False,False,disagreement
Drug name and NDC for claim 132435151040074 sequence 001.,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.40658400395945665,0.40658400399464245,0.3611634894914567,ensemble,True,False,pass
Medication details for claim 150692388845000 sequence 001.,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.3109500366449845,0.3109500366716591,0.24733270873495156,ensemble,True,False,pass
Formulary status of the drug on claim 160060096136030 sequence 001.,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.5507242581002989,0.5507242581483127,0.5208837363975239,ensemble,True,False,pass
What is the GPI number for claim 180571470939000 sequence 001?,drug_info,rx_details,False,claim_history_search,cap_api,False,0.19197375678947706,0.2258514785949561,0.14880184034332003,llm,False,False,disagreement
Drug classification for claim 191406379285000 sequence 001.,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.48468780853875776,0.4846878085808948,0.4530210890234036,ensemble,True,False,pass
Drug setup used in RxClaim for claim 201503823714118 sequence 001.,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.40871549887691355,0.4087154989122893,0.3734426046632404,ensemble,True,False,pass
Drug category details for claim 201752592251000 sequence 001.,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.4203907818328427,0.42039078186925716,0.37481271688123463,ensemble,True,False,pass
Formulary position for the medication on claim 201990819198000 sequence 001.,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.49596334168414863,0.49596334172728973,0.47450021594952985,ensemble,True,False,pass
Drug type and classification for claim 211263773300000 sequence 004.,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.4524035627437025,0.45240356278296656,0.3959701819651989,ensemble,True,False,pass
GPI and therapeutic class for claim 220133725669000 sequence 001.,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.31051737818476777,0.36531456260182826,0.2544993857414971,llm,False,False,disagreement
Drug status assigned by RxClaim for claim 220992183436835 sequence 002.,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.53328968850235,0.5332896885488129,0.5113792230554643,ensemble,True,False,pass
Medication tier information for claim 221172865083001 sequence 001.,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.4811325334477489,0.4811325334895697,0.4488302893456838,ensemble,True,False,pass
Drug configuration from claim 221663541811000 sequence 001.,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.39408359229285944,0.3940835923269326,0.35228080803704453,ensemble,True,False,pass
Formulary report for the drug on claim 221775171449000 sequence 003.,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.5133855867729948,0.5133855868176859,0.48008161361165597,ensemble,True,False,pass
