Prompt,actual_intent,predicted_intent,intent_match,actual_domain,predicted_domain,domain_match,confidence,raw_confidence,margin,source,agreement,is_confusion_pair,gate_reason
Which pharmacy location filled claim 201503823714118 sequence 001?,pharmacy_info,pharmacy_info,True,cap_api,cap_api,True,0.6579651056637804,0.6579651057213394,0.6310187555548282,ensemble,True,False,pass
Dispensing pharmacy name and address for this claim.,pharmacy_info,pharmacy_info,True,cap_api,cap_api,True,0.6722010423258891,0.6722010423847141,0.6451173390591273,ensemble,True,False,pass
What is the NCPDP number for the pharmacy on this fill?,pharmacy_info,pharmacy_info,True,cap_api,cap_api,True,0.32623256734470146,0.3838030204386899,0.2930111347413313,ensemble,False,False,disagreement
Where was this prescription physically dispensed?,pharmacy_info,pharmacy_info,True,cap_api,cap_api,True,0.575068341982945,0.5750683420331258,0.5561629078779399,ensemble,True,False,pass
Pharmacy details for claim 230624075311000 sequence 002.,pharmacy_info,pharmacy_info,True,cap_api,cap_api,True,0.9267463056809422,0.9267463057624222,0.9232552566777875,ensemble,True,False,pass
What store filled this medication?,pharmacy_info,pharmacy_info,True,cap_api,cap_api,True,0.5251984679359987,0.5251984679817414,0.49902872368336126,ensemble,True,False,pass
Can you look up the dispensing pharmacy for claim 221172865083001?,pharmacy_info,pharmacy_info,True,cap_api,cap_api,True,0.5402930498897296,0.5402930499368153,0.5102412525780444,ensemble,True,False,pass
Tell me the pharmacy name and store number on this claim.,pharmacy_info,pharmacy_info,True,cap_api,cap_api,True,0.6012311756164503,0.6012311756689593,0.5612077006729494,ensemble,True,False,pass
NCPDP and location of the dispensing pharmacy.,pharmacy_info,pharmacy_info,True,cap_api,cap_api,True,0.3795177249781785,0.3795177250109554,0.35050808449313703,ensemble,True,False,pass
Which CVS or retail location processed this prescription?,pharmacy_info,pharmacy_info,True,cap_api,cap_api,True,0.4123128663458962,0.4123128663815922,0.38368784202458434,ensemble,True,False,pass
Who prescribed the medication on claim 180571470939000 sequence 001?,prescriber_info,prescriber_info,True,cap_api,cap_api,True,0.905700846366962,0.905700846446569,0.9008461780989596,ensemble,True,False,pass
Physician name and NPI for this claim.,prescriber_info,prescriber_info,True,cap_api,cap_api,True,0.5680734837639575,0.5680734838135161,0.5481008810981758,ensemble,True,False,pass
Prescribing doctor credentials for claim 220133725669000 sequence 001.,prescriber_info,prescriber_info,True,cap_api,cap_api,True,0.48365583898413533,0.4836558390261806,0.4649368306074466,ensemble,True,False,pass
What is the NPI of the prescriber on this fill?,prescriber_info,prescriber_info,True,cap_api,cap_api,True,0.41366262083680083,0.41366262087261696,0.3829911787519277,ensemble,True,False,pass
Tell me the doctor's information for this prescription.,prescriber_info,prescriber_info,True,cap_api,cap_api,True,0.5251170798866498,0.5251170799323855,0.48249452000898424,ensemble,True,False,pass
Show prescriber details on claim 231865207544000 sequence 001.,prescriber_info,prescriber_info,True,cap_api,cap_api,True,0.5910076935632049,0.5910076936148044,0.5775484688524936,ensemble,True,False,pass
Who wrote this script?,prescriber_info,out_of_scope,False,cap_api,general,False,0.10490407021675259,0.1907346731373438,0.060979778676097496,ensemble,False,False,disagreement
Can I see the prescribing physician's name and license?,prescriber_info,prescriber_info,True,cap_api,cap_api,True,0.45886209203231887,0.45886209207215756,0.4317572995231686,ensemble,True,False,pass
Prescriber info claim 201990819198000 sequence 001.,prescriber_info,prescriber_info,True,cap_api,cap_api,True,0.305538808909409,0.30553880893560204,0.2678714459900294,ensemble,True,False,pass
What provider is associated with this prescription claim?,prescriber_info,prescriber_info,True,cap_api,cap_api,True,0.38361180781287363,0.38361180784601473,0.33951379264084103,ensemble,True,False,pass
Break down the copay and ingredient cost for claim 132435151040074 sequence 001.,pricing_info,pricing_info,True,cap_api,cap_api,True,0.2234899475705115,0.32866168763194437,0.12807370937491477,ensemble,False,True,disagreement
What did the patient end up paying out of pocket on this claim?,pricing_info,pricing_info,True,cap_api,cap_api,True,0.31796399639016315,0.317963996417462,0.26608371500610234,ensemble,True,False,confusion_prone
Dispensing fee and total cost breakdown for this fill.,pricing_info,pricing_info,True,cap_api,cap_api,True,0.2930777789199807,0.34479738699437007,0.26143130699225675,ensemble,False,False,disagreement
How much was the copay on claim 220133725669000 sequence 001?,pricing_info,pricing_info,True,cap_api,cap_api,True,0.40787485254888467,0.479852767746277,0.3363974194965128,ensemble,False,False,disagreement
Patient pay amount for this prescription.,pricing_info,pricing_info,True,cap_api,cap_api,True,0.4209438540084092,0.4209438540448731,0.3771620406893605,ensemble,True,False,confusion_prone
Claim 242905816136000 sequence 001 cost summary.,pricing_info,pricing_info,True,cap_api,cap_api,True,0.39240555990563963,0.39240555993956383,0.34858851211113046,ensemble,True,False,confusion_prone
U&C price versus the plan-paid amount on this claim.,pricing_info,beneficiary_info,False,cap_api,benefits_api,False,0.060476152827738806,0.10995664151376577,0.001104808484538497,ensemble,False,False,disagreement
Ingredient cost and member responsibility for claim 150692388845000.,pricing_info,compound_info,False,cap_api,claim_history_search,False,0.1593489499011401,0.23433669105094435,0.08874890004943653,ensemble,False,True,disagreement
What was the total amount billed on this fill?,pricing_info,pricing_info,True,cap_api,cap_api,True,0.33901423532331343,0.33901423535248565,0.30707870655679387,ensemble,True,False,confusion_prone
Show the pricing breakdown including AWP and dispensing fee.,pricing_info,pricing_info,True,cap_api,cap_api,True,0.22072356331903492,0.2596747803974462,0.1599713638593723,ensemble,False,False,disagreement
How much did the plan reimburse the pharmacy for this claim?,reimbursement_info,reimbursement_info,True,cap_api,cap_api,True,0.21636523634126603,0.2545473368937324,0.17823031029868877,ensemble,False,False,disagreement
Total payment to the dispensing pharmacy on claim 220992183436835.,reimbursement_info,reimbursement_info,True,cap_api,cap_api,True,0.2458043769458781,0.2891816199610643,0.1787213884556742,ensemble,False,False,disagreement
Pharmacy reimbursement amount for this fill.,reimbursement_info,reimbursement_info,True,cap_api,cap_api,True,0.3129171433252955,0.36813781570858234,0.2886107021444158,ensemble,False,False,disagreement
What amount was paid out to the pharmacy?,reimbursement_info,reimbursement_info,True,cap_api,cap_api,True,0.35200067972614824,0.3520006797564762,0.31458537702189276,ensemble,True,False,pass
Show the reimbursement calculation for claim 201503823714118 sequence 001.,reimbursement_info,reimbursement_info,True,cap_api,cap_api,True,0.5738517721007238,0.5738517721507964,0.5470511790442395,ensemble,True,False,pass
Reimbursement details and rationale for this claim.,reimbursement_info,reimbursement_info,True,cap_api,cap_api,True,0.34166140803066514,0.34166140806007306,0.27088272621605447,ensemble,True,False,pass
How did the plan determine the pharmacy payment amount?,reimbursement_info,reimbursement_info,True,cap_api,cap_api,True,0.2171069682419169,0.25541996265928163,0.1705599459668202,ensemble,False,False,disagreement
Was the pharmacy paid MAC or AWP on this fill?,reimbursement_info,pharmacy_info,False,cap_api,cap_api,True,0.10996952239375932,0.1293759087090548,0.052267912804814,ensemble,False,False,disagreement
Payment made to pharmacy for claim 230381673488000 sequence 001.,reimbursement_info,reimbursement_info,True,cap_api,cap_api,True,0.33551462304111984,0.33551462306998087,0.3001599115912028,ensemble,True,False,pass
What was the final reimbursement to the dispensing location?,reimbursement_info,reimbursement_info,True,cap_api,cap_api,True,0.2584161454301353,0.3040189946497463,0.19612223728962808,ensemble,False,False,disagreement
Why did claim 211263773300000 sequence 004 get denied?,rejection_reasons,rejection_reasons,True,cap_api,cap_api,True,0.4433729281593645,0.5542161602475308,0.42478711374249206,ensemble,True,True,confusion_prone
What reject codes came back on this claim?,rejection_reasons,rejection_reasons,True,cap_api,cap_api,True,0.26581665817564903,0.3127254802334785,0.061748414597560135,ensemble,False,False,disagreement
Show me the failed edits for claim 150692388845000 sequence 001.,rejection_reasons,rejection_reasons,True,cap_api,cap_api,True,0.43875771892394216,0.4387577189619916,0.35830494857859513,ensemble,True,False,confusion_prone
"This claim was denied — why, and how can I resolve it?",rejection_reasons,rejection_reasons,True,cap_api,cap_api,True,0.6351935054138266,0.6351935054693593,0.6152550259741684,ensemble,True,False,pass
What NCPDP rejection codes were returned?,rejection_reasons,RejectCode,False,cap_api,claim_history_search,False,0.2806634942946627,0.2806634943186417,0.19288846659909628,ensemble,True,False,pass
Explain the denial reason on claim 220133725669000 sequence 001.,rejection_reasons,rejection_reasons,True,cap_api,cap_api,True,0.6491081010725458,0.6491081011293159,0.6209228095608175,ensemble,True,False,pass
Claim 242905816136000 sequence 001: rejection explanation.,rejection_reasons,rejection_reasons,True,cap_api,cap_api,True,0.5743783980117578,0.574378398061877,0.5497849865852821,ensemble,True,False,pass
What edits failed on this claim and what are the override options?,rejection_reasons,rejection_reasons,True,cap_api,cap_api,True,0.35597188548909015,0.355971885519772,0.29144334433614216,ensemble,True,False,confusion_prone
Tell me why this prescription could not be processed.,rejection_reasons,rx_details,False,cap_api,cap_api,True,0.1318710721920178,0.15514243788576976,0.0022586734611508897,ensemble,False,False,disagreement
Rejection codes and resolution steps for this fill.,rejection_reasons,rejection_reasons,True,cap_api,cap_api,True,0.21422824727894804,0.2677853091215179,0.18955799003880502,ensemble,True,True,pass
What are the pharmacy response codes on claim 201752592251000?,settlement_info,settlement_info,True,cap_api,cap_api,True,0.4950179922366081,0.4950179922796648,0.4772632233250505,ensemble,True,False,confusion_prone
Show settlement feedback for this claim.,settlement_info,settlement_info,True,cap_api,cap_api,True,0.45394730345178713,0.5674341293642355,0.4359734805898418,ensemble,True,True,confusion_prone
Feedback codes for claim 220133725669000 sequence 001.,settlement_info,settlement_info,True,cap_api,cap_api,True,0.519788592608673,0.5197885926539342,0.4977307620837582,ensemble,True,False,confusion_prone
What did the pharmacy system return as the settlement?,settlement_info,settlement_info,True,cap_api,cap_api,True,0.3281312646134189,0.4101640808022784,0.2964152857546378,ensemble,True,True,confusion_prone
Settlement code and response info for this specific claim.,settlement_info,settlement_info,True,cap_api,cap_api,True,0.4941446551772477,0.6176808190255337,0.43921134414786356,ensemble,True,True,confusion_prone
Claim 230624075311000 sequence 002 settlement details.,settlement_info,settlement_info,True,cap_api,cap_api,True,0.6141103706174803,0.6141103706711367,0.5907788017921667,ensemble,True,False,pass
What are the pharmacy feedback messages on this fill?,settlement_info,settlement_info,True,cap_api,cap_api,True,0.36835284667887597,0.36835284671065927,0.3442462705188457,ensemble,True,False,confusion_prone
Pull the settlement response code for claim 242905816136000.,settlement_info,settlement_info,True,cap_api,cap_api,True,0.33991640929283173,0.4998770725329478,0.27710641608806824,ensemble,False,True,disagreement
What response was sent back to the pharmacy on this claim?,settlement_info,settlement_info,True,cap_api,cap_api,True,0.5190217671145695,0.5190217671597624,0.4942209464886237,ensemble,True,False,confusion_prone
Show me the NCPDP response fields for this transaction.,settlement_info,settlement_info,True,cap_api,cap_api,True,0.14788009904020682,0.2688729073687603,0.12422092692899044,ensemble,False,False,disagreement
What is the prescription number on claim 132435151040074 sequence 001?,rx_details,rx_details,True,cap_api,cap_api,True,0.44037630577887776,0.44037630581707116,0.3875481436786919,ensemble,True,False,pass
How many days supply was dispensed on this fill?,rx_details,rx_details,True,cap_api,cap_api,True,0.27706235051635586,0.3259557065178403,0.1419507365817811,ensemble,False,False,disagreement
Show the RX number and quantity for claim 201503823714118.,rx_details,rx_details,True,cap_api,cap_api,True,0.5396808502146748,0.5396808502617064,0.5236068903218193,ensemble,True,False,pass
What fill number is this — is it original or a refill?,rx_details,Refills,False,cap_api,claim_history_search,False,0.32018749921591666,0.32018749924341333,0.2758290316828508,ensemble,True,False,pass
RX details for claim 220992183436835 sequence 002.,rx_details,rx_details,True,cap_api,cap_api,True,0.4834513363336648,0.48345133637569204,0.4526502941263901,ensemble,True,False,pass
Drug strength and dosage form on this claim.,rx_details,rx_details,True,cap_api,cap_api,True,0.13269432625517855,0.18956332323755487,0.0946930215474789,ensemble,False,False,disagreement
Quantity dispensed and days supply for this prescription.,rx_details,rx_details,True,cap_api,cap_api,True,0.5546727441274717,0.5546727441758373,0.5195386431492077,ensemble,True,False,pass
What is the fill count for claim 230381673488000?,rx_details,pa_claim_usage,False,cap_api,override_domain,False,0.24175407766783077,0.24175407768834692,0.07405285176395915,ensemble,True,False,pass
Tell me the prescription specifics — RX number and quantity.,rx_details,rx_details,True,cap_api,cap_api,True,0.5600495104497998,0.560049510498644,0.5427529416999124,ensemble,True,False,pass
Is this a new fill or a continuation?,rx_details,government_claim_type,False,cap_api,cap_api,True,0.0698130670181181,0.12693284913414812,0.02236366010898312,ensemble,False,False,disagreement
Was claim 201503823714118 sequence 001 reversed?,reversal_info,reversal_info,True,cap_api,cap_api,True,0.9118278482257605,0.9118278483059136,0.9080829483651155,ensemble,True,False,pass
Show me the R&R details for this claim.,reversal_info,reversal_info,True,cap_api,cap_api,True,0.5408989879679522,0.5408989880150922,0.5203180933014755,ensemble,True,False,pass
Is there a reversal or resubmission on claim 242905816136000?,reversal_info,reversal_info,True,cap_api,cap_api,True,0.46259877056020104,0.462598770600372,0.4420349239972793,ensemble,True,False,pass
Has this claim been adjusted or reversed?,reversal_info,reversal_info,True,cap_api,cap_api,True,0.5811697925598174,0.5811697926105411,0.5598599292069405,ensemble,True,False,pass
Reversal and rebill information for this fill.,reversal_info,reversal_info,True,cap_api,cap_api,True,0.35769990097668164,0.35769990100751703,0.3401697067371444,ensemble,True,False,pass
Claim 220133725669000 sequence 001: was it reversed and resubmitted?,reversal_info,reversal_info,True,cap_api,cap_api,True,0.49349142200511326,0.4934914220480342,0.4640906425208514,ensemble,True,False,pass
Any manual adjustments or R&R activity on this claim?,reversal_info,reversal_info,True,cap_api,cap_api,True,0.444445610288604,0.44444561032715957,0.4164438019163525,ensemble,True,False,pass
Did the pharmacy reverse and rebill this prescription?,reversal_info,reversal_info,True,cap_api,cap_api,True,0.34451325374097286,0.34451325377063463,0.30898448277970064,ensemble,True,False,pass
Show reversal history for claim 150692388845000.,reversal_info,reversal_info,True,cap_api,cap_api,True,0.5165971403361306,0.516597140381108,0.490400779242527,ensemble,True,False,pass
Tell me if there was a claim reversal on this transaction.,reversal_info,reversal_info,True,cap_api,cap_api,True,0.35725540670708905,0.3572554067378849,0.3309962912930878,ensemble,True,False,pass
Is there coordination of benefits on claim 220992183436835 sequence 002?,cob_info,cob_info,True,cap_api,cap_api,True,0.3892156975334732,0.38921569756711344,0.35816240292224766,ensemble,True,False,pass
Show COB details for this claim.,cob_info,cob_info,True,cap_api,cap_api,True,0.5284235037586839,0.5284235038047137,0.4978231658398271,ensemble,True,False,pass
Was a secondary payer involved in this claim?,cob_info,cob_info,True,cap_api,cap_api,True,0.30599349842143453,0.3599923511150802,0.20841018912767986,ensemble,False,False,disagreement
Coordination of benefits summary for claim 201752592251000.,cob_info,cob_info,True,cap_api,cap_api,True,0.5911250770577472,0.5911250771093571,0.5736129342135663,ensemble,True,False,pass
Did another insurance pay before this plan?,cob_info,alternate_insurance,False,cap_api,member_domain,False,0.2700884733090565,0.2700884733320943,0.2216131554158976,ensemble,True,False,pass
Other payer information on this fill.,cob_info,alternate_insurance,False,cap_api,member_domain,False,0.04588497572203521,0.0834272285919436,0.017922964374807858,ensemble,False,False,disagreement
COB breakdown for claim 211263773300000 sequence 004.,cob_info,cob_info,True,cap_api,cap_api,True,0.46494775559887824,0.4649477556392583,0.4309579903061119,ensemble,True,False,pass
Is this member dual-covered and how did COB apply to this claim?,cob_info,cob_info,True,cap_api,cap_api,True,0.4236613619331281,0.42366136196983395,0.3957028336906365,ensemble,True,False,pass
What was the other insurance payment on this prescription?,cob_info,alternate_insurance,False,cap_api,member_domain,False,0.20241436333017618,0.2024143633471911,0.08432648802638415,ensemble,True,False,pass
Show me secondary coverage details applied to this specific claim.,cob_info,cob_info,True,cap_api,cap_api,True,0.29145184481301745,0.3428845233389491,0.18232620516371623,ensemble,False,False,disagreement
Are there generic alternatives available for the drug on this claim?,generic_availability,generic_availability,True,cap_api,cap_api,True,0.6745901462900861,0.8432376829366559,0.6645482787385567,ensemble,True,True,pass
Is a generic substitute available for this medication?,generic_availability,generic_availability,True,cap_api,cap_api,True,0.4638617571150323,0.5798271964443952,0.4366655950022897,ensemble,True,True,confusion_prone
Show therapeutic equivalents for claim 132435151040074.,generic_availability,generic_availability,True,cap_api,cap_api,True,0.3840078040315171,0.48000975508111743,0.32898126345054957,ensemble,True,True,confusion_prone
Can this prescription be switched to a generic version?,generic_availability,daw_info,False,cap_api,cap_api,True,0.2039719447039363,0.239966993789694,0.030842613230147985,ensemble,False,False,disagreement
Generic substitution options for this drug.,generic_availability,generic_availability,True,cap_api,cap_api,True,0.4954648507559388,0.6193310634990432,0.4554704787986462,ensemble,True,True,confusion_prone
Does a formulary alternative exist for this medication?,generic_availability,generic_availability,True,cap_api,cap_api,True,0.6372635965500739,0.6372635966057905,0.6080912248223654,ensemble,True,False,pass
What generic equivalents are on the formulary?,generic_availability,generic_availability,True,cap_api,cap_api,True,0.27920312699679734,0.3490039087760581,0.23355032311661944,ensemble,True,True,pass
Is there a cheaper generic version of this drug available?,generic_availability,generic_availability,True,cap_api,cap_api,True,0.37547444539188213,0.46934305678062405,0.3596568710085626,ensemble,True,True,confusion_prone
Therapeutic alternatives for the medication on this fill.,generic_availability,generic_availability,True,cap_api,cap_api,True,0.44756689733536764,0.44756689737420097,0.4320059566642731,ensemble,True,False,confusion_prone
Check if a generic is available for this NDC.,generic_availability,generic_availability,True,cap_api,cap_api,True,0.3420341369161617,0.42754267118225325,0.3151375765389359,ensemble,True,True,confusion_prone
What is the dispense as written code on claim 132435151040074?,daw_info,daw_info,True,cap_api,cap_api,True,0.41821048469420974,0.4182104847304305,0.39128730425311925,ensemble,True,False,pass
Is this prescription DAW or was substitution allowed?,daw_info,daw_info,True,cap_api,cap_api,True,0.4912724375121946,0.49127243755491834,0.4721931564207045,ensemble,True,False,pass
Show the DAW indicator for this fill.,daw_info,daw_info,True,cap_api,cap_api,True,0.3373967521526236,0.3373967521816521,0.3096894286005153,ensemble,True,False,pass
Was the brand name required by the prescriber on this claim?,daw_info,daw_info,True,cap_api,cap_api,True,0.3553424243375829,0.35534242436820834,0.27563471068998147,ensemble,True,False,pass
DAW code for claim 220133725669000 sequence 001.,daw_info,daw_info,True,cap_api,cap_api,True,0.33941925148666485,0.3394192515158735,0.26158357226694595,ensemble,True,False,pass
Did the doctor mandate brand on this prescription?,daw_info,daw_info,True,cap_api,cap_api,True,0.28089577934304183,0.3304656227849313,0.19954800415891452,ensemble,False,False,disagreement
What DAW was applied — was generic substitution blocked?,daw_info,daw_info,True,cap_api,cap_api,True,0.42898993017682785,0.4289899302140081,0.3975326942553268,ensemble,True,False,pass
Tell me the substitution status for this claim.,daw_info,daw_info,True,cap_api,cap_api,True,0.3411882192828959,0.4013979050734256,0.27665457123534015,ensemble,False,False,disagreement
Check the dispense as written indicator on claim 201503823714118.,daw_info,daw_info,True,cap_api,cap_api,True,0.3974178666037633,0.3974178666381336,0.36560800222095263,ensemble,True,False,pass
Is this a DAW 1 or DAW 0 claim?,daw_info,daw_info,True,cap_api,cap_api,True,0.4275018719748648,0.42750187201191264,0.4028409684890772,ensemble,True,False,pass
DAW?,daw_info,daw_info,True,cap_api,cap_api,True,0.3468017246168798,0.4080020289963476,0.2727044250947513,ensemble,False,False,disagreement
Was the pharmacist allowed to substitute on this script?,daw_info,daw_info,True,cap_api,cap_api,True,0.2774609187528871,0.326424610325566,0.23339151732192806,ensemble,False,False,disagreement
Brand required by prescriber or patient preference?,daw_info,daw_info,True,cap_api,cap_api,True,0.32959414225555544,0.38775781445181123,0.27271999171946426,ensemble,False,False,disagreement
What substitution code is on file for this fill?,daw_info,daw_info,True,cap_api,cap_api,True,0.146641281657629,0.14664128166968005,0.06352323035903241,ensemble,True,False,pass
Show whether generic substitution was permitted on this claim.,daw_info,daw_info,True,cap_api,cap_api,True,0.5732382611680592,0.5732382612180768,0.5066874719729483,ensemble,True,False,pass
Was this claim processed under a government program?,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.27375331137289793,0.2737533113962621,0.2050235711535592,ensemble,True,False,pass
Is this a Medicare or Medicaid claim?,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.46732445561580566,0.4673244556563973,0.43510534674531004,ensemble,True,False,pass
Government claim classification for claim 242905816136000 sequence 001.,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.6148405622520391,0.61484056230576,0.6005347298715694,ensemble,True,False,pass
What federal program does this claim fall under?,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.38090601639002053,0.38090601642292116,0.33439198644976775,ensemble,True,False,pass
Is this a commercial or government-sponsored claim?,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.34039062189360353,0.34039062192289843,0.297432644465895,ensemble,True,False,pass
Show the government claim type indicator for this fill.,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.48164920165305336,0.4816492016949202,0.45594553797412873,ensemble,True,False,pass
Was this prescription covered under Medicaid managed care?,government_claim_type,daw_info,False,cap_api,cap_api,True,0.08398718814233112,0.11998169735586572,0.01911780638857972,ensemble,False,False,disagreement
Claim type — Medicare Part D or commercial?,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.40274154184161004,0.40274154187645406,0.3538482639045886,ensemble,True,False,pass
Is this claim subject to state Medicaid rules?,government_claim_type,beneficiary_info,False,cap_api,benefits_api,False,0.10932339549863004,0.1987698100141997,0.06915059674490596,ensemble,False,False,disagreement
Tell me the program classification for this prescription claim.,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.4076539709408734,0.4076539709761544,0.36353245970653913,ensemble,True,False,pass
What program type was this claim processed under?,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.32371684114479937,0.3237168411726104,0.2583807493683557,ensemble,True,False,pass
Government program indicator on claim 201752592251000.,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.4050399357906548,0.4050399358257035,0.37358873760096767,ensemble,True,False,pass
Govt claim type?,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.5301045303892241,0.5301045304354036,0.5091051653286558,ensemble,True,False,pass
Was this filled under a state or federal plan?,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.18982794426842753,0.22332699327584965,0.15853271993680654,ensemble,False,False,disagreement
Is this claim flagged as Medicare or Medicaid in the system?,government_claim_type,government_claim_type,True,cap_api,cap_api,True,0.41791543661203934,0.4179154366482339,0.3979423238353239,ensemble,True,False,pass
Was this prescription filled through mail order?,mail_order_info,mail_order_info,True,cap_api,cap_api,True,0.30701505765508,0.3070150576814045,0.1932595649813418,ensemble,True,False,pass
Is this a home delivery or retail fill?,mail_order_info,mail_order_info,True,cap_api,cap_api,True,0.36042298811595797,0.36042298814703577,0.3089885343353662,ensemble,True,False,pass
Mail order status for claim 220133725669000 sequence 001.,mail_order_info,mail_order_info,True,cap_api,cap_api,True,0.507222171460701,0.507222171504844,0.4726994756916912,ensemble,True,False,pass
Was this medication shipped to the patient?,mail_order_info,mail_order_info,True,cap_api,cap_api,True,0.374110746842733,0.3741107468750288,0.341313330701624,ensemble,True,False,pass
Show the delivery channel for this claim.,mail_order_info,mail_order_info,True,cap_api,cap_api,True,0.36935758720872963,0.3693575872406025,0.32381831606971045,ensemble,True,False,pass
Is this a mail-order pharmacy fill or a walk-in?,mail_order_info,PharmType,False,cap_api,claim_history_search,False,0.3189726657013688,0.3752619596810675,0.25758176183692433,ensemble,False,False,disagreement
Home delivery information for claim 201503823714118.,mail_order_info,mail_order_info,True,cap_api,cap_api,True,0.5095451168321005,0.5095451168764503,0.48650913376418803,ensemble,True,False,pass
Did this come from a mail service pharmacy?,mail_order_info,mail_order_info,True,cap_api,cap_api,True,0.32243429957313113,0.32243429960082787,0.2406144401705273,ensemble,True,False,pass
Was this prescription dispensed via home delivery?,mail_order_info,mail_order_info,True,cap_api,cap_api,True,0.4470435503458038,0.4470435503845906,0.41206417131360085,ensemble,True,False,pass
Mail order?,mail_order_info,mail_order_info,True,cap_api,cap_api,True,0.46183684475427667,0.4618368447943801,0.40542344670425357,ensemble,True,False,pass
What is the fulfillment channel — retail or mail?,mail_order_info,PharmType,False,cap_api,claim_history_search,False,0.27811390338438935,0.3973055762977737,0.2335849255898363,ensemble,False,False,disagreement
